T 18F 19F 20F 21F 21.5F 22F 22.2F 22.24F 22.3F 22.4F 22.5F 23F 24F 25F 26F 27F 18000F 19000F 20000F 21000F 21500F 22000F 22200F 22240F 22300F 22400F 22500F 23000F 24000F 25000F 26000F 27000F 
32.045 6.52098e-05 0.000115418 0.000252356 0.000874418 0.00254867 0.0247534 0.34709 0.486494 0.204821 0.0494173 0.0205913 0.00269507 0.000570311 0.000265596 0.000166176 0.000121778 0.000434736 0.000769458 0.00168238 0.00582946 0.0169911 0.165023 2.31394 3.24329 1.36548 0.329449 0.137275 0.0179671 0.00380208 0.00177065 0.00110785 0.000811861 
32.07 6.49752e-05 0.000115005 0.000251458 0.000871322 0.00253971 0.0246742 0.347532 0.48805 0.204671 0.0492751 0.0205239 0.00268559 0.000568285 0.000264648 0.00016558 0.000121339 0.000433172 0.000766705 0.00167639 0.00580882 0.0169314 0.164494 2.31688 3.25366 1.36447 0.328501 0.136826 0.0179039 0.00378857 0.00176433 0.00110387 0.000808932 
32.0951 6.47414e-05 0.000114594 0.000250562 0.000868237 0.00253079 0.0245951 0.347971 0.48961 0.204518 0.0491331 0.0204567 0.00267614 0.000566266 0.000263703 0.000164986 0.000120901 0.000431613 0.000763961 0.00167042 0.00578825 0.0168719 0.163968 2.3198 3.26407 1.36345 0.327554 0.136378 0.017841 0.00377511 0.00175803 0.00109991 0.000806013 
32.1201 6.45085e-05 0.000114184 0.00024967 0.000865162 0.00252189 0.0245163 0.348407 0.491175 0.204363 0.0489913 0.0203897 0.00266673 0.000564254 0.000262762 0.000164394 0.000120465 0.00043006 0.000761228 0.00166447 0.00576775 0.0168126 0.163442 2.32271 3.2745 1.36242 0.326609 0.135931 0.0177782 0.0037617 0.00175175 0.00109596 0.000803105 
32.1451 6.42765e-05 0.000113775 0.000248781 0.000862099 0.00251303 0.0244377 0.34884 0.492745 0.204206 0.0488497 0.0203229 0.00265735 0.00056225 0.000261824 0.000163804 0.00012003 0.000428513 0.000758504 0.00165855 0.00574733 0.0167536 0.162918 2.3256 3.28496 1.36137 0.325665 0.135486 0.0177157 0.00374834 0.0017455 0.00109203 0.000800207 
32.1701 6.40453e-05 0.000113368 0.000247895 0.000859047 0.0025042 0.0243592 0.34927 0.494319 0.204047 0.0487084 0.0202563 0.00264801 0.000560252 0.000260889 0.000163216 0.000119597 0.000426972 0.00075579 0.00165264 0.00572698 0.0166947 0.162395 2.32847 3.29546 1.36031 0.324722 0.135042 0.0176534 0.00373502 0.00173927 0.00108811 0.00079732 
32.1951 6.38149e-05 0.000112962 0.000247013 0.000856005 0.0024954 0.024281 0.349698 0.495899 0.203885 0.0485672 0.0201898 0.00263869 0.000558262 0.000259958 0.00016263 0.000119165 0.000425436 0.000753086 0.00164676 0.0057067 0.016636 0.161873 2.33132 3.30599 1.35924 0.323781 0.134599 0.0175913 0.00372175 0.00173306 0.00108421 0.000794444 
32.2201 6.35854e-05 0.000112558 0.000246133 0.000852974 0.00248663 0.024203 0.350122 0.497483 0.203722 0.0484263 0.0201235 0.00262941 0.000556279 0.00025903 0.000162047 0.000118736 0.000423906 0.000750391 0.00164089 0.0056865 0.0165775 0.161353 2.33415 3.31655 1.35815 0.322842 0.134157 0.0175294 0.00370853 0.00172687 0.00108032 0.000791578 
32.2452 6.33567e-05 0.000112155 0.000245257 0.000849954 0.00247789 0.0241252 0.350544 0.499072 0.203556 0.0482856 0.0200574 0.00262016 0.000554303 0.000258105 0.000161466 0.000118307 0.000422381 0.000747707 0.00163505 0.00566636 0.0165193 0.160834 2.33696 3.32715 1.35704 0.321904 0.133716 0.0174678 0.00369536 0.00172071 0.00107644 0.000788722 
32.2702 6.31288e-05 0.000111754 0.000244384 0.000846944 0.00246918 0.0240475 0.350963 0.500666 0.203388 0.0481451 0.0199915 0.00261095 0.000552334 0.000257184 0.000160886 0.00011788 0.000420862 0.000745032 0.00162923 0.0056463 0.0164612 0.160317 2.33975 3.33778 1.35592 0.320967 0.133277 0.0174063 0.00368223 0.00171457 0.00107258 0.000785877 
32.2952 6.29017e-05 0.000111354 0.000243514 0.000843945 0.0024605 0.0239701 0.351379 0.502265 0.203219 0.0480048 0.0199258 0.00260176 0.000550372 0.000256266 0.000160309 0.000117455 0.000419348 0.000742366 0.00162343 0.00562631 0.0164034 0.159801 2.34253 3.34844 1.35479 0.320032 0.132839 0.0173451 0.00366915 0.00170845 0.00106873 0.000783042 
32.3202 6.26755e-05 0.000110956 0.000242647 0.000840957 0.00245185 0.0238929 0.351792 0.503869 0.203047 0.0478648 0.0198603 0.00259261 0.000548417 0.000255352 0.000159734 0.000117032 0.00041784 0.00073971 0.00161765 0.00560639 0.0163457 0.159286 2.34528 3.35913 1.35364 0.319099 0.132402 0.0172841 0.00365612 0.00170235 0.0010649 0.000780218 
32.3452 6.24501e-05 0.000110559 0.000241783 0.00083798 0.00244324 0.0238158 0.352202 0.505478 0.202873 0.047725 0.0197949 0.00258349 0.000546469 0.00025444 0.000159161 0.00011661 0.000416337 0.000737064 0.00161189 0.00558654 0.0162882 0.158772 2.34802 3.36985 1.35248 0.318167 0.131966 0.0172233 0.00364313 0.00169627 0.00106108 0.000777404 
32.3702 6.22255e-05 0.000110164 0.000240922 0.000835013 0.00243465 0.023739 0.352609 0.507092 0.202696 0.0475854 0.0197298 0.0025744 0.000544528 0.000253532 0.00015859 0.000116189 0.00041484 0.000734428 0.00160615 0.00556676 0.016231 0.15826 2.35073 3.38061 1.35131 0.317236 0.131532 0.0171627 0.00363019 0.00169022 0.00105727 0.0007746 
32.3952 6.20018e-05 0.00010977 0.000240065 0.000832056 0.00242609 0.0236624 0.353014 0.508711 0.202518 0.0474461 0.0196648 0.00256534 0.000542594 0.000252627 0.000158021 0.00011577 0.000413348 0.0007318 0.00160044 0.00554705 0.0161739 0.157749 2.35342 3.3914 1.35012 0.316307 0.131099 0.0171023 0.0036173 0.00168419 0.00105348 0.000771806 
32.4203 6.17788e-05 0.000109377 0.00023921 0.00082911 0.00241756 0.023586 0.353415 0.510334 0.202338 0.0473069 0.0196 0.00255632 0.000540667 0.000251726 0.000157454 0.000115352 0.000411862 0.000729183 0.00159474 0.00552741 0.0161171 0.15724 2.3561 3.40223 1.34892 0.31538 0.130667 0.0170421 0.00360445 0.00167818 0.0010497 0.000769023 
32.4453 6.15566e-05 0.000108986 0.000238359 0.000826175 0.00240906 0.0235097 0.353813 0.511963 0.202156 0.047168 0.0195354 0.00254732 0.000538746 0.000250827 0.00015689 0.000114936 0.000410381 0.000726574 0.00158906 0.00550783 0.0160604 0.156732 2.35875 3.41308 1.3477 0.314454 0.130236 0.0169822 0.00359165 0.00167219 0.00104594 0.000766249 
32.4703 6.13353e-05 0.000108596 0.00023751 0.000823249 0.00240059 0.0234337 0.354208 0.513596 0.201971 0.0470294 0.0194709 0.00253836 0.000536833 0.000249932 0.000156327 0.000114522 0.000408905 0.000723976 0.0015834 0.00548833 0.0160039 0.156225 2.36138 3.42398 1.34647 0.313529 0.129806 0.0169224 0.00357889 0.00166622 0.00104219 0.000763486 
32.4953 6.11148e-05 0.000108207 0.000236665 0.000820335 0.00239215 0.0233579 0.3546 0.515235 0.201785 0.046891 0.0194067 0.00252943 0.000534926 0.000249041 0.000155766 0.000114109 0.000407435 0.000721386 0.00157777 0.0054689 0.0159477 0.155719 2.364 3.4349 1.34523 0.312606 0.129378 0.0168629 0.00356618 0.00166028 0.00103845 0.000760733 
32.5203 6.0895e-05 0.00010782 0.000235822 0.00081743 0.00238374 0.0232823 0.354988 0.516878 0.201596 0.0467528 0.0193426 0.00252053 0.000533026 0.000248152 0.000155208 0.000113697 0.00040597 0.000718806 0.00157215 0.00544954 0.0158916 0.155215 2.36659 3.44586 1.34398 0.311685 0.128951 0.0168035 0.00355351 0.00165435 0.00103472 0.000757989 
32.5453 6.06761e-05 0.000107435 0.000234983 0.000814536 0.00237536 0.0232068 0.355374 0.518527 0.201406 0.0466148 0.0192787 0.00251166 0.000531133 0.000247266 0.000154651 0.000113287 0.00040451 0.000716235 0.00156656 0.00543024 0.0158357 0.154712 2.36916 3.45685 1.34271 0.310766 0.128525 0.0167444 0.00354089 0.00164845 0.00103101 0.000755256 
32.5704 6.04579e-05 0.000107051 0.000234147 0.000811652 0.002367 0.0231316 0.355756 0.520181 0.201213 0.0464771 0.019215 0.00250282 0.000529247 0.000246384 0.000154096 0.000112879 0.000403056 0.000713674 0.00156098 0.00541102 0.01578 0.154211 2.37171 3.46787 1.34142 0.309848 0.1281 0.0166855 0.00352832 0.00164257 0.00102732 0.000752533 
32.5954 6.02406e-05 0.000106668 0.000233313 0.000808778 0.00235868 0.0230566 0.356136 0.521839 0.201019 0.0463397 0.0191515 0.00249401 0.000527367 0.000245505 0.000153544 0.000112472 0.000401606 0.000711121 0.00155542 0.00539186 0.0157245 0.153711 2.37424 3.47893 1.34013 0.308931 0.127677 0.0166268 0.00351579 0.00163671 0.00102363 0.000749819 
32.6204 6.0024e-05 0.000106286 0.000232483 0.000805915 0.00235039 0.0229818 0.356512 0.523503 0.200822 0.0462024 0.0190881 0.00248524 0.000525495 0.000244629 0.000152993 0.000112066 0.000400163 0.000708578 0.00154989 0.00537277 0.0156692 0.153212 2.37675 3.49002 1.33882 0.308016 0.127254 0.0165682 0.0035033 0.00163087 0.00101996 0.000747116 
32.6454 5.98082e-05 0.000105906 0.000231655 0.000803062 0.00234212 0.0229072 0.356885 0.525172 0.200624 0.0460655 0.019025 0.00247649 0.000523628 0.000243756 0.000152445 0.000111662 0.000398724 0.000706044 0.00154437 0.00535375 0.0156141 0.152714 2.37923 3.50115 1.33749 0.307103 0.126833 0.0165099 0.00349086 0.00162505 0.0010163 0.000744422 
32.6704 5.95932e-05 0.000105527 0.000230831 0.000800218 0.00233388 0.0228327 0.357255 0.526846 0.200424 0.0459287 0.018962 0.00246777 0.000521769 0.000242887 0.000151898 0.00011126 0.000397291 0.000703519 0.00153888 0.00533479 0.0155592 0.152218 2.3817 3.51231 1.33616 0.306192 0.126413 0.0164518 0.00347846 0.00161925 0.00101266 0.000741738 
32.6954 5.9379e-05 0.00010515 0.000230009 0.000797385 0.00232568 0.0227585 0.357621 0.528525 0.200221 0.0457922 0.0188992 0.00245909 0.000519916 0.00024202 0.000151353 0.000110859 0.000395862 0.000701003 0.0015334 0.0053159 0.0155045 0.151723 2.38414 3.5235 1.33481 0.305282 0.125995 0.0163939 0.00346611 0.00161347 0.00100903 0.000739064 
32.7205 5.91655e-05 0.000104774 0.000229191 0.000794562 0.0023175 0.0226845 0.357984 0.530209 0.200017 0.045656 0.0188366 0.00245043 0.00051807 0.000241157 0.000150811 0.000110459 0.000394439 0.000698497 0.00152794 0.00529708 0.01545 0.15123 2.38656 3.53473 1.33345 0.304373 0.125577 0.0163362 0.0034538 0.00160772 0.00100541 0.0007364 
32.7455 5.89529e-05 0.000104399 0.000228375 0.000791749 0.00230934 0.0226107 0.358344 0.531898 0.199811 0.04552 0.0187741 0.00244181 0.00051623 0.000240296 0.00015027 0.000110061 0.000393022 0.000695999 0.0015225 0.00527833 0.0153956 0.150738 2.38896 3.54599 1.33207 0.303467 0.125161 0.0162787 0.00344154 0.00160198 0.0010018 0.000733745 
32.7705 5.8741e-05 0.000104026 0.000227563 0.000788946 0.00230122 0.022537 0.358701 0.533593 0.199603 0.0453842 0.0187119 0.00243321 0.000514397 0.000239439 0.000149731 0.000109664 0.000391609 0.000693511 0.00151709 0.00525964 0.0153415 0.150247 2.39134 3.55728 1.33068 0.302562 0.124746 0.0162214 0.00342932 0.00159627 0.000998213 0.0007311 
32.7955 5.85298e-05 0.000103654 0.000226753 0.000786153 0.00229313 0.0224636 0.359054 0.535292 0.199392 0.0452487 0.0186498 0.00242465 0.00051257 0.000238585 0.000149194 0.000109269 0.000390201 0.000691031 0.00151169 0.00524102 0.0152875 0.149757 2.3937 3.56861 1.32928 0.301658 0.124332 0.0161643 0.00341714 0.00159057 0.000994634 0.000728465 
32.8205 5.83195e-05 0.000103284 0.000225946 0.00078337 0.00228506 0.0223904 0.359404 0.536997 0.19918 0.0451135 0.0185879 0.00241611 0.00051075 0.000237734 0.000148659 0.000108875 0.000388799 0.00068856 0.00150631 0.00522247 0.0152337 0.149269 2.39603 3.57998 1.32787 0.300757 0.123919 0.0161074 0.00340501 0.0015849 0.000991068 0.000725839 
32.8455 5.81099e-05 0.000102914 0.000225142 0.000780596 0.00227702 0.0223174 0.359751 0.538707 0.198967 0.0449785 0.0185262 0.00240761 0.000508937 0.000236886 0.000148127 0.000108483 0.000387401 0.000686098 0.00150095 0.00520398 0.0151802 0.148782 2.39834 3.59138 1.32644 0.299857 0.123508 0.0160507 0.00339292 0.00157924 0.000987515 0.000723223 
32.8705 5.7901e-05 0.000102546 0.000224341 0.000777833 0.00226901 0.0222445 0.360094 0.540422 0.198751 0.0448437 0.0184646 0.00239913 0.00050713 0.000236041 0.000147595 0.000108092 0.000386009 0.000683645 0.00149561 0.00518555 0.0151268 0.148297 2.40063 3.60281 1.32501 0.298958 0.123098 0.0159942 0.00338087 0.00157361 0.000983975 0.000720616 
32.8956 5.76929e-05 0.00010218 0.000223542 0.000775079 0.00226103 0.0221719 0.360434 0.542142 0.198533 0.0447092 0.0184033 0.00239069 0.000505329 0.000235199 0.000147066 0.000107702 0.000384622 0.000681201 0.00149029 0.0051672 0.0150735 0.147813 2.4029 3.61428 1.32355 0.298062 0.122689 0.0159379 0.00336886 0.001568 0.000980447 0.000718019 
32.9206 5.74856e-05 0.000101815 0.000222747 0.000772335 0.00225308 0.0220995 0.360771 0.543868 0.198314 0.044575 0.0183421 0.00238227 0.000503535 0.00023436 0.000146539 0.000107314 0.000383239 0.000678766 0.00148498 0.0051489 0.0150205 0.14733 2.40514 3.62578 1.32209 0.297167 0.122281 0.0158818 0.0033569 0.0015624 0.000976933 0.000715431 
32.9456 5.7279e-05 0.000101451 0.000221955 0.000769601 0.00224515 0.0220272 0.361104 0.545598 0.198092 0.044441 0.0182811 0.00237389 0.000501747 0.000233524 0.000146014 0.000106927 0.000381862 0.000676339 0.0014797 0.00513067 0.0149677 0.146848 2.40736 3.63732 1.32062 0.296273 0.121874 0.0158259 0.00334498 0.00155683 0.000973431 0.000712852 
32.9706 5.70732e-05 0.000101088 0.000221165 0.000766876 0.00223725 0.0219552 0.361433 0.547334 0.197869 0.0443073 0.0182203 0.00236553 0.000499966 0.000232691 0.000145491 0.000106542 0.00038049 0.000673921 0.00147443 0.00511251 0.014915 0.146368 2.40956 3.6489 1.31913 0.295382 0.121468 0.0157702 0.00333311 0.00155128 0.000969941 0.000710283 
32.9956 5.68681e-05 0.000100727 0.000220378 0.000764161 0.00222938 0.0218834 0.36176 0.549075 0.197644 0.0441738 0.0181596 0.0023572 0.00049819 0.000231861 0.000144969 0.000106158 0.000379123 0.000671512 0.00146919 0.00509441 0.0148625 0.145889 2.41173 3.6605 1.31763 0.294492 0.121064 0.0157147 0.00332127 0.00154575 0.000966465 0.000707724 
33.0206 5.66637e-05 0.000100366 0.000219594 0.000761456 0.00222154 0.0218117 0.362082 0.550822 0.197417 0.0440406 0.0180992 0.0023489 0.000496422 0.000231034 0.000144449 0.000105775 0.00037776 0.000669112 0.00146396 0.00507638 0.0148102 0.145411 2.41388 3.67215 1.31611 0.293604 0.120661 0.0156593 0.00330948 0.00154023 0.000963001 0.000705173 
33.0457 5.64601e-05 0.000100008 0.000218813 0.00075876 0.00221372 0.0217403 0.362401 0.552574 0.197188 0.0439077 0.0180389 0.00234063 0.000494659 0.00023021 0.000143932 0.000105394 0.000376403 0.00066672 0.00145875 0.0050584 0.0147581 0.144935 2.41601 3.68383 1.31459 0.292718 0.120259 0.0156042 0.00329773 0.00153474 0.000959549 0.000702632 
33.0707 5.62573e-05 9.96502e-05 0.000218034 0.000756074 0.00220593 0.021669 0.362717 0.554331 0.196958 0.043775 0.0179787 0.00233239 0.000492903 0.000229389 0.000143416 0.000105014 0.000375051 0.000664337 0.00145356 0.0050405 0.0147062 0.14446 2.41811 3.69554 1.31305 0.291833 0.119858 0.0155493 0.00328602 0.00152927 0.00095611 0.0007001 
33.0957 5.60552e-05 9.9294e-05 0.000217258 0.000753398 0.00219817 0.021598 0.363029 0.556093 0.196726 0.0436425 0.0179188 0.00232418 0.000491153 0.000228571 0.000142902 0.000104636 0.000373703 0.000661963 0.00144839 0.00502265 0.0146545 0.143987 2.42019 3.70729 1.3115 0.29095 0.119459 0.0154945 0.00327436 0.00152381 0.000952683 0.000697578 
33.1207 5.58538e-05 9.89391e-05 0.000216486 0.000750731 0.00219043 0.0215271 0.363338 0.557861 0.196492 0.0435104 0.017859 0.00231599 0.00048941 0.000227756 0.00014239 0.000104259 0.00037236 0.000659597 0.00144324 0.00500487 0.0146029 0.143514 2.42225 3.71907 1.30994 0.290069 0.11906 0.01544 0.00326273 0.00151838 0.000949269 0.000695064 
33.1457 5.56531e-05 9.85855e-05 0.000215715 0.000748073 0.00218273 0.0214565 0.363643 0.559634 0.196256 0.0433785 0.0177995 0.00230784 0.000487672 0.000226944 0.000141879 0.000103883 0.000371023 0.000657239 0.00143811 0.00498716 0.0145515 0.143043 2.42428 3.73089 1.30837 0.28919 0.118663 0.0153856 0.00325115 0.00151296 0.000945867 0.00069256 
33.1707 5.54532e-05 9.82332e-05 0.000214948 0.000745425 0.00217505 0.021386 0.363944 0.561412 0.196018 0.0432468 0.01774 0.00229971 0.000485941 0.000226135 0.000141371 0.000103509 0.00036969 0.00065489 0.00143299 0.0049695 0.0145003 0.142574 2.42629 3.74275 1.30679 0.288312 0.118267 0.0153314 0.00323961 0.00150757 0.000942477 0.000690065 
33.1957 5.52539e-05 9.78821e-05 0.000214183 0.000742786 0.00216739 0.0213158 0.364242 0.563196 0.195779 0.0431155 0.0176808 0.00229161 0.000484216 0.000225328 0.000140864 0.000103136 0.000368361 0.000652549 0.00142789 0.00495191 0.0144493 0.142105 2.42828 3.75464 1.30519 0.287436 0.117872 0.0152774 0.00322811 0.00150219 0.0009391 0.000687579 
33.2208 5.50554e-05 9.75323e-05 0.000213422 0.000740157 0.00215976 0.0212457 0.364536 0.564985 0.195538 0.0429843 0.0176218 0.00228354 0.000482497 0.000224525 0.00014036 0.000102765 0.000367038 0.000650217 0.00142281 0.00493438 0.0143984 0.141638 2.43024 3.76657 1.30359 0.286562 0.117478 0.0152236 0.00321665 0.00149684 0.000935735 0.000685102 
33.2458 5.48577e-05 9.71837e-05 0.000212662 0.000737537 0.00215216 0.0211759 0.364827 0.56678 0.195295 0.0428535 0.0175629 0.0022755 0.000480784 0.000223724 0.000139857 0.000102394 0.00036572 0.000647894 0.00141775 0.00491691 0.0143478 0.141172 2.43218 3.77853 1.30197 0.28569 0.117086 0.01517 0.00320523 0.0014915 0.000932382 0.000682633 
33.2708 5.46606e-05 9.68364e-05 0.000211906 0.000734926 0.00214459 0.0211062 0.365114 0.56858 0.195051 0.0427229 0.0175042 0.00226749 0.000479078 0.000222927 0.000139356 0.000102026 0.000364406 0.000645578 0.00141271 0.00489951 0.0142973 0.140708 2.43409 3.79053 1.30034 0.28482 0.116694 0.0151166 0.00319385 0.00148618 0.000929041 0.000680174 
33.2958 5.44643e-05 9.64904e-05 0.000211152 0.000732324 0.00213704 0.0210367 0.365397 0.570385 0.194805 0.0425926 0.0174456 0.0022595 0.000477377 0.000222132 0.000138856 0.000101658 0.000363097 0.000643271 0.00140768 0.00488216 0.0142469 0.140245 2.43598 3.80257 1.2987 0.283951 0.116304 0.0150634 0.00318252 0.00148088 0.000925712 0.000677724 
33.3208 5.42686e-05 9.61456e-05 0.000210401 0.000729732 0.00212952 0.0209674 0.365676 0.572196 0.194557 0.0424626 0.0173873 0.00225155 0.000475683 0.00022134 0.000138359 0.000101292 0.000361793 0.000640973 0.00140268 0.00486488 0.0141968 0.139783 2.43784 3.81464 1.29705 0.283084 0.115915 0.0150103 0.00317122 0.0014756 0.000922395 0.000675283 
33.3458 5.40737e-05 9.5802e-05 0.000209653 0.000727149 0.00212202 0.0208984 0.365952 0.574012 0.194307 0.0423328 0.0173291 0.00224362 0.000473994 0.000220551 0.000137863 0.000100927 0.000360493 0.000638682 0.00139769 0.00484766 0.0141468 0.139322 2.43968 3.82675 1.29538 0.282219 0.115527 0.0149574 0.00315997 0.00147034 0.00091909 0.00067285 
33.3709 5.38795e-05 9.54597e-05 0.000208907 0.000724575 0.00211456 0.0208295 0.366224 0.575834 0.194056 0.0422033 0.0172711 0.00223572 0.000472312 0.000219764 0.000137369 0.000100563 0.000359198 0.0006364 0.00139272 0.0048305 0.014097 0.138863 2.4415 3.83889 1.29371 0.281355 0.11514 0.0149048 0.00314875 0.0014651 0.000915797 0.000670427 
33.3959 5.3686e-05 9.51186e-05 0.000208164 0.00072201 0.00210711 0.0207608 0.366493 0.577661 0.193803 0.0420741 0.0172132 0.00222784 0.000470635 0.000218981 0.000136877 0.000100201 0.000357908 0.000634126 0.00138776 0.0048134 0.0140474 0.138405 2.44328 3.85107 1.29202 0.280494 0.114755 0.0148523 0.00313757 0.00145988 0.000912516 0.000668012 
33.4209 5.34932e-05 9.47788e-05 0.000207424 0.000719454 0.0020997 0.0206923 0.366757 0.579494 0.193549 0.0419451 0.0171556 0.00221999 0.000468965 0.0002182 0.000136387 9.98404e-05 0.000356623 0.00063186 0.00138283 0.00479637 0.013998 0.137949 2.44505 3.86329 1.29033 0.279634 0.11437 0.0148 0.00312644 0.00145467 0.000909247 0.000665606 
33.4459 5.33011e-05 9.44401e-05 0.000206686 0.000716908 0.00209231 0.020624 0.367018 0.581332 0.193293 0.0418164 0.0170981 0.00221218 0.000467301 0.000217422 0.000135898 9.94808e-05 0.000355342 0.000629603 0.00137791 0.00477939 0.0139487 0.137493 2.44679 3.87555 1.28862 0.278776 0.113987 0.0147478 0.00311534 0.00144949 0.00090599 0.000663209 
33.4709 5.31097e-05 9.41027e-05 0.000205951 0.00071437 0.00208494 0.0205559 0.367275 0.583176 0.193035 0.041688 0.0170407 0.00220438 0.000465642 0.000216647 0.000135411 9.91225e-05 0.000354066 0.000627353 0.00137301 0.00476247 0.0138996 0.137039 2.4485 3.88784 1.2869 0.27792 0.113605 0.0146959 0.00310428 0.00144432 0.000902744 0.00066082 
33.4959 5.29189e-05 9.37665e-05 0.000205219 0.000711842 0.0020776 0.020488 0.367529 0.585025 0.192776 0.0415599 0.0169836 0.00219662 0.000463989 0.000215875 0.000134926 9.87655e-05 0.000352794 0.000625112 0.00136813 0.00474561 0.0138507 0.136587 2.45019 3.90017 1.28517 0.277066 0.113224 0.0146441 0.00309327 0.00143917 0.00089951 0.000658441 
33.521 5.27289e-05 9.34315e-05 0.000204489 0.000709322 0.00207029 0.0204203 0.367778 0.58688 0.192515 0.041432 0.0169266 0.00218888 0.000462343 0.000215106 0.000134443 9.84099e-05 0.000351528 0.000622879 0.00136326 0.00472882 0.0138019 0.136135 2.45185 3.91253 1.28343 0.276213 0.112844 0.0145926 0.00308229 0.00143404 0.000896288 0.000656069 
33.546 5.25396e-05 9.30978e-05 0.000203762 0.000706811 0.002063 0.0203527 0.368024 0.58874 0.192253 0.0413044 0.0168698 0.00218117 0.000460702 0.000214339 0.000133961 9.80555e-05 0.000350265 0.000620653 0.00135841 0.00471208 0.0137533 0.135685 2.45349 3.92493 1.28168 0.275363 0.112465 0.0145412 0.00307135 0.00142893 0.000893077 0.000653707 
33.571 5.23509e-05 9.27652e-05 0.000203037 0.00070431 0.00205574 0.0202854 0.368266 0.590606 0.191989 0.0411771 0.0168132 0.00217349 0.000459067 0.000213575 0.000133481 9.77024e-05 0.000349008 0.000618436 0.00135358 0.0046954 0.0137049 0.135236 2.4551 3.93737 1.27992 0.274514 0.112088 0.0144899 0.00306045 0.00142383 0.000889879 0.000651353 
33.596 5.21629e-05 9.24338e-05 0.000202315 0.000701817 0.0020485 0.0202183 0.368504 0.592477 0.191723 0.0410501 0.0167567 0.00216583 0.000457438 0.000212814 0.000133003 9.73506e-05 0.000347754 0.000616227 0.00134877 0.00467878 0.0136567 0.134788 2.45669 3.94985 1.27815 0.273667 0.111711 0.0144389 0.00304959 0.00141876 0.000886691 0.000649007 
33.621 5.19756e-05 9.21036e-05 0.000201596 0.000699333 0.00204129 0.0201513 0.368738 0.594354 0.191456 0.0409233 0.0167004 0.0021582 0.000455814 0.000212055 0.000132527 9.70001e-05 0.000346506 0.000614026 0.00134397 0.00466222 0.0136086 0.134342 2.45825 3.96236 1.27637 0.272822 0.111336 0.014388 0.00303877 0.0014137 0.000883515 0.00064667 
33.646 5.1789e-05 9.17746e-05 0.000200879 0.000696858 0.0020341 0.0200846 0.368968 0.596237 0.191187 0.0407968 0.0166443 0.0021506 0.000454197 0.000211299 0.000132052 9.66508e-05 0.000345262 0.000611832 0.00133919 0.00464572 0.0135607 0.133897 2.45979 3.97491 1.27458 0.271979 0.110962 0.0143374 0.00302798 0.00140866 0.000880351 0.000644342 
33.671 5.16031e-05 9.14468e-05 0.000200164 0.000694391 0.00202694 0.020018 0.369195 0.598125 0.190917 0.0406706 0.0165883 0.00214303 0.000452585 0.000210546 0.000131579 9.63028e-05 0.000344022 0.000609647 0.00133443 0.00462928 0.0135129 0.133453 2.4613 3.9875 1.27278 0.271138 0.110589 0.0142868 0.00301724 0.00140364 0.000877198 0.000642022 
33.6961 5.14178e-05 9.11201e-05 0.000199453 0.000691933 0.0020198 0.0199516 0.369417 0.600019 0.190646 0.0405447 0.0165326 0.00213548 0.000450979 0.000209796 0.000131108 9.59561e-05 0.000342787 0.000607469 0.00132969 0.00461289 0.0134654 0.133011 2.46278 4.00013 1.27097 0.270298 0.110217 0.0142365 0.00300653 0.00139864 0.000874056 0.000639711 
33.7211 5.12332e-05 9.07947e-05 0.000198744 0.000689484 0.00201269 0.0198855 0.369636 0.601918 0.190373 0.040419 0.016477 0.00212795 0.000449379 0.000209048 0.000130638 9.56106e-05 0.000341556 0.000605299 0.00132496 0.00459657 0.013418 0.13257 2.46424 4.01279 1.26915 0.26946 0.109846 0.0141864 0.00299586 0.00139366 0.000870926 0.000637407 
33.7461 5.10493e-05 9.04704e-05 0.000198037 0.000687044 0.00200561 0.0198195 0.36985 0.603823 0.190098 0.0402937 0.0164215 0.00212046 0.000447784 0.000208303 0.000130171 9.52664e-05 0.00034033 0.000603137 0.00132025 0.0045803 0.0133707 0.13213 2.46567 4.02549 1.26732 0.268625 0.109477 0.0141364 0.00298523 0.00138869 0.000867807 0.000635113 
33.7711 5.0866e-05 9.01473e-05 0.000197333 0.000684613 0.00199854 0.0197537 0.370061 0.605734 0.189822 0.0401686 0.0163662 0.00211299 0.000446195 0.000207561 0.000129704 9.49235e-05 0.000339108 0.000600983 0.00131555 0.00456409 0.0133236 0.131691 2.46707 4.03823 1.26548 0.267791 0.109108 0.0140866 0.00297464 0.00138374 0.000864699 0.000632826 
33.7961 5.06834e-05 8.98253e-05 0.000196631 0.00068219 0.00199151 0.0196881 0.370268 0.607651 0.189544 0.0400438 0.0163111 0.00210554 0.000444612 0.000206821 0.00012924 9.45818e-05 0.000337891 0.000598837 0.00131088 0.00454793 0.0132767 0.131254 2.46845 4.05101 1.26363 0.266958 0.108741 0.014037 0.00296408 0.00137881 0.000861603 0.000630548 
33.8211 5.05015e-05 8.95045e-05 0.000195932 0.000679775 0.0019845 0.0196227 0.37047 0.609573 0.189265 0.0399192 0.0162562 0.00209813 0.000443035 0.000206084 0.000128777 9.42413e-05 0.000336678 0.000596698 0.00130622 0.00453184 0.01323 0.130818 2.4698 4.06382 1.26177 0.266128 0.108375 0.0139875 0.00295357 0.0013739 0.000858518 0.000628278 
